product_id,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,product_name,product_location,product_description,rack_location,price,stock_quantity,discounts
P0455,2.1,19.0,14.0,cluster_3,H00,H0004,H000401,H00040105,H0004010501,Spiffy Air Purifier,Bathroom,Compact air purifier for small spaces,"2nd Floor, Rack 8",595.0,50,5% discount
P0456,4.0,11.0,10.0,cluster_0,H01,H0108,H010809,H01080900,H0108090012,Rustic Picture Frames,Home Decor,Rustic wooden picture frames for decor,"2nd Floor, Rack 6",497.0,25,50% discount
P0457,5.0,28.0,16.0,cluster_0,H03,H0311,H031108,H03110801,H0311080101,Floor Mats,Home Decor,Indoor floor mats for decorative touch,"2nd Floor, Rack 6",899.0,28,50% discount
P0458,4.0,6.5,11.0,cluster_0,H01,H0106,H010601,H01060113,H0106011307,Decorative Wall Shelf,Home Decor,Wall-mounted decorative shelf for books,"2nd Floor, Rack 6",416.0,20,50% discount
P0459,9.5,34.5,9.5,cluster_1,H00,H0000,H000004,H00000405,H0000040501,Cordon Bleu Baking Dish,Kitchen,Versatile baking dish for casseroles and roasts,"1st Floor, Rack 3",205.0,10,10% discount
P0460,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110901,H0311090101,Fondue Set,Kitchen,Complete fondue set for parties,"1st Floor, Rack 3",229.0,39,10% discount
P0461,7.0,20.0,13.0,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Shaker Set,Kitchen,Complete set of cocktail shakers for home bar,"1st Floor, Rack 3",785.0,10,10% discount
P0462,5.0,8.5,5.0,cluster_0,H03,H0312,H031206,H03120609,H0312060938,Bowl Set,Kitchen,Decorative bowl set for fruits and snacks,"1st Floor, Rack 3",656.0,35,10% discount
P0463,5.0,28.0,16.0,cluster_9,H03,H0311,H031109,H03110900,H0311090003,Fruit Peeler,Kitchen,Heavy-duty fruit peeler for efficient peeling,"1st Floor, Rack 3",191.0,48,10% discount
P0464,2.3,20.0,10.5,cluster_0,H01,H0108,H010809,H01080900,H0108090006,Oven Thermometer,Kitchen,Oven thermometer for accurate temperature readings,"1st Floor, Rack 3",176.0,38,10% discount
P0465,,,,cluster_0,H03,H0313,H031305,H03130520,H0313052008,Kitchen Roll Holder,Kitchen,Wall-mounted kitchen roll holder for convenience,"1st Floor, Rack 3",731.0,39,10% discount
P0466,4.5,7.0,7.0,cluster_0,H01,H0108,H010810,H01081009,H0108100906,Chef's Hat,Kitchen,Cotton chef's hat for culinary artistry,"1st Floor, Rack 3",165.0,34,10% discount
P0467,2.5,17.0,7.0,cluster_0,H03,H0315,H031504,H03150411,H0315041121,Exhaust Fan,Bathroom,Silent bathroom exhaust fan for ventilation,"2nd Floor, Rack 8",840.0,33,5% discount
P0468,5.0,42.0,12.0,cluster_0,H03,H0315,H031502,H03150209,H0315020911,Drawer Dividers,Home Organization,Adjustable drawer dividers for organization,"3rd Floor, Rack 5",736.0,46,
P0469,3.8,21.6,35.0,cluster_0,H03,H0313,H031302,H03130210,H0313021001,Indoor Fountain,Home Decor,Calming indoor fountain for stress relief,"2nd Floor, Rack 6",173.0,23,50% discount
P0470,7.0,18.0,19.0,cluster_0,H00,H0002,H000200,H00020000,H0002000026,Window Box Planter,Garden,Decorative window box for flowers,"3rd Floor, Rack 3",176.0,21,10% discount
P0471,14.0,35.0,14.0,cluster_0,H00,H0001,H000104,H00010400,H0001040001,Cocktail Glasses,Dining Room,Set of elegant cocktail glasses for entertaining,"1st Floor, Rack 8",988.0,4,15% discount
P0473,5.0,5.0,5.0,cluster_0,H03,H0315,H031504,H03150411,H0315041131,Coffee Table Book,Home Decor,Coffee table book for stylish decor,"2nd Floor, Rack 6",437.0,32,50% discount
P0474,5.0,5.0,5.0,cluster_0,H03,H0315,H031504,H03150400,H0315040000,Decorative Mirrors,Home Decor,Antique decorative mirror for wall decor,"2nd Floor, Rack 6",434.0,35,50% discount
P0475,4.5,16.7,9.0,cluster_0,H01,H0108,H010807,H01080700,H0108070012,Bamboo Shelf,Home Decor,Modern bamboo shelf for decor items,"2nd Floor, Rack 6",832.0,46,50% discount
P0476,22.0,10.0,32.0,cluster_0,H03,H0312,H031205,H03120508,H0312050800,Concrete Planters,Garden,Stylish concrete planters for modern gardens,"3rd Floor, Rack 3",953.0,19,10% discount
P0477,1.0,15.0,7.0,cluster_0,H03,H0313,H031305,H03130518,H0313051826,Paper Towel Holder,Kitchen,Countertop paper towel holder for convenience,"1st Floor, Rack 3",987.0,18,10% discount
P0478,3.0,17.0,12.5,,H00,H0003,H000311,H00031100,H0003110012,Food Storage Containers,Kitchen,Set of various food storage containers for meal prep,"1st Floor, Rack 3",778.0,34,10% discount
P0480,5.0,15.2,9.9,cluster_9,H01,H0108,H010807,H01080709,H0108070906,Oven Mitt,Kitchen,Thick oven mitt for heat protection while cooking,"1st Floor, Rack 3",439.0,42,10% discount
P0481,5.0,24.0,16.0,cluster_9,H03,H0314,H031405,H03140500,H0314050001,Grill Cover,Outdoor,Durable grill cover for protecting BBQs,"3rd Floor, Rack 2",175.0,16,10% discount
P0482,,,,cluster_0,H00,H0004,H000402,H00040212,H0004021201,Quadruple Water Jug,Kitchen,Large water jug with four compartments,"1st Floor, Rack 3",799.0,44,10% discount
P0483,2.0,27.0,21.0,cluster_9,H03,H0313,H031307,H03130700,H0313070007,Icing Smoother,Kitchen,Baking tool for smooth cake frosting,"1st Floor, Rack 3",603.0,42,10% discount
P0484,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040309,H0004030906,Glass Food Storage,Kitchen,Clear glass containers with lids for food storage,"1st Floor, Rack 3",482.0,33,10% discount
P0485,8.5,12.0,16.0,cluster_0,H03,H0317,H031702,H03170212,H0317021202,Indoor Herb Garden Kit,Kitchen,Complete kit for growing herbs indoors,"1st Floor, Rack 3",916.0,8,10% discount
P0486,6.5,7.5,12.0,,H00,H0002,H000200,H00020000,H0002000017,Ladle,Kitchen,Long-handled ladle for serving soup,"1st Floor, Rack 3",200.0,25,10% discount
P0487,5.0,28.0,16.0,cluster_6,H03,H0311,H031109,H03110902,H0311090203,Coco Liner,Outdoor,Basket liner for potted plants,"3rd Floor, Rack 2",543.0,1,10% discount
P0489,3.3,13.0,16.0,cluster_0,H00,H0002,H000201,H00020100,H0002010006,Digital Scale,Kitchen,Dual platform digital kitchen scale for precise measurements,"1st Floor, Rack 3",110.0,8,10% discount
P0490,7.1,6.6,7.1,cluster_0,H01,H0108,H010811,H01081100,H0108110038,Ceramic Knife Set,Kitchen,Set of ceramic knives for easy chopping,"1st Floor, Rack 3",522.0,8,10% discount
P0491,25.0,10.0,12.0,cluster_9,H03,H0312,H031211,H03121109,H0312110917,Scissors,Household Supplies,Heavy-duty scissors for various tasks,"3rd Floor, Rack 10",151.0,39,
P0492,8.0,9.0,10.0,cluster_0,H00,H0002,H000200,H00020000,H0002000012,Dry-erase Board,Home Office,Magnetic dry-erase board for notes and reminders,"1st Floor, Rack 9",207.0,16,10% discount
P0493,4.0,45.0,12.0,cluster_2,H03,H0315,H031502,H03150209,H0315020946,Upholstery Cleaner,Cleaning,Cleaner for sofas and upholstery,"3rd Floor, Rack 8",206.0,0,
P0494,10.0,14.0,11.0,cluster_0,H03,H0312,H031207,H03120710,H0312071007,Wet/Dry Vacuum,Cleaning,Versatile wet/dry vacuum cleaner for all surfaces,"3rd Floor, Rack 8",684.0,24,
P0495,3.0,10.0,3.0,cluster_0,H00,H0001,H000105,H00010500,H0001050001,Air Freshener,Home Care,Automatic air freshener for continuous fragrance,"3rd Floor, Rack 9",771.0,42,
P0496,20.0,12.0,20.0,cluster_0,H03,H0312,H031205,H03120508,H0312050800,Concrete Outdoor Table,Outdoor,Heavy-duty outdoor table made of concrete,"3rd Floor, Rack 2",625.0,39,10% discount
P0497,4.0,11.0,21.0,cluster_4,H01,H0106,H010601,H01060113,H0106011307,Adjustable Folding Table,Outdoor,Portable adjustable folding table for gatherings,"3rd Floor, Rack 2",966.0,41,10% discount
P0498,20.0,35.0,24.0,cluster_0,H03,H0315,H031508,H03150800,H0315080028,Live Plant Terrarium,Home Decor,Decorative terrarium with live plants,"2nd Floor, Rack 6",437.0,24,50% discount
P0499,2.5,5.8,15.5,cluster_0,H00,H0003,H000312,H00031200,H0003120002,Rug Cleaner,Cleaning,Safe rug cleaner for deep cleaning,"3rd Floor, Rack 8",357.0,38,
P0500,8.0,23.0,8.0,cluster_2,H00,H0004,H000400,H00040000,H0004000017,Home Security Screen,Home Security,Retractable security screen for doors and windows,"4th Floor, Rack 4",882.0,34,
P0501,5.8,16.6,9.0,cluster_0,H01,H0108,H010807,H01080700,H0108070012,Window Treatment,Home Decor,Custom window treatment for privacy,"2nd Floor, Rack 6",301.0,2,50% discount
P0502,1.5,10.0,8.5,cluster_0,H01,H0108,H010806,H01080600,H0108060032,Expandable Garden Hose,Garden,Durable expandable hose for easy watering,"3rd Floor, Rack 3",967.0,49,10% discount
P0503,2.7,23.0,4.5,cluster_2,H01,H0107,H010702,H01070200,H0107020015,Aerating Lawn Shoes,Garden,Aerating shoes for lawn care,"3rd Floor, Rack 3",111.0,36,10% discount
P0504,4.5,16.7,9.0,cluster_0,H01,H0108,H010807,H01080700,H0108070012,Aquatic Plant Tub,Outdoor,Water-resistant tub for aquatic plants,"3rd Floor, Rack 2",973.0,43,10% discount
P0505,1.0,14.0,14.0,cluster_0,H03,H0313,H031305,H03130519,H0313051901,Hand-held Generator,Garden,Portable generator for outdoor power needs,"3rd Floor, Rack 3",139.0,43,10% discount
P0506,2.5,16.5,16.5,cluster_0,H01,H0107,H010701,H01070109,H0107010906,Removable Floor Graphics,Home Decor,Removable graphics for flooring,"2nd Floor, Rack 6",902.0,50,50% discount
P0507,1.0,3.5,13.5,cluster_0,H00,H0003,H000313,H00031300,H0003130001,Outdoor Rug,Outdoor,Long-lasting outdoor rug for patios,"3rd Floor, Rack 2",575.0,29,10% discount
P0508,1.0,25.0,7.0,cluster_0,H03,H0313,H031305,H03130518,H0313051817,Reclining Chair,Outdoor,Comfortable reclining chair for relaxation,"3rd Floor, Rack 2",994.0,37,10% discount
P0509,4.4,22.0,8.8,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Grill Accessory Set,Outdoor,Accessory set for BBQ grilling,"3rd Floor, Rack 2",166.0,33,10% discount
P0510,4.9,21.3,8.4,cluster_0,H01,H0108,H010801,H01080100,H0108010012,Portable Camping Chair,Outdoor,Lightweight portable camping chair,"3rd Floor, Rack 2",598.0,11,10% discount
P0511,3.5,4.0,26.0,cluster_0,H01,H0106,H010601,H01060113,H0106011303,Digital Kitchen Timer,Kitchen,Multifunction digital kitchen timer,"1st Floor, Rack 3",972.0,18,10% discount
P0512,5.0,26.0,10.0,cluster_9,H01,H0107,H010702,H01070200,H0107020004,Garlic Keeper,Kitchen,Airtight garlic keeper for freshness,"1st Floor, Rack 3",571.0,36,10% discount
P0513,5.0,35.0,5.0,cluster_0,H03,H0312,H031211,H03121109,H0312110906,Pocket Knife,Utility,Multi-tool pocket knife for travelers,"4th Floor, Rack 9",666.0,43,
P0514,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070005,Hand-held Clothes Steamer,Cleaning,Compact clothes steamer for wrinkle removal,"3rd Floor, Rack 8",726.0,48,
P0515,40.0,30.0,40.0,cluster_0,H03,H0315,H031508,H03150800,H0315080002,Laundry Basket,Bathroom,Collapsible laundry basket for easy transport,"2nd Floor, Rack 8",509.0,16,5% discount
P0516,20.0,30.0,34.0,cluster_0,H03,H0315,H031508,H03150800,H0315080027,Heat-Resistant Gloves,Kitchen,Heat-resistant gloves for grilling and cooking,"1st Floor, Rack 3",665.0,9,10% discount
P0517,5.0,28.0,16.0,cluster_6,H03,H0311,H031109,H03110900,H0311090003,Tarp,Outdoor,Heavy-duty tarp for outdoor coverage,"3rd Floor, Rack 2",626.0,48,10% discount
P0518,2.0,19.0,10.5,cluster_0,H03,H0313,H031305,H03130515,H0313051514,Spray Bottle,Household Supplies,Adjustable spray bottle for cleaning solutions,"3rd Floor, Rack 10",911.0,46,
P0519,1.0,11.0,2.5,,H00,H0002,H000200,H00020009,H0002000917,Pet Travel Bag,Pets,Travel bag for pet supplies on the go,"2nd Floor, Rack 2",141.0,11,10% discount
P0520,6.2,16.8,6.2,cluster_0,H00,H0000,H000004,H00000405,H0000040501,Dog Leash,Pet Supplies,Durable leash for large dogs,"4th Floor, Rack 10",353.0,15,
P0521,5.5,5.5,31.0,cluster_0,H01,H0106,H010601,H01060113,H0106011304,Pet Hair Remover,Cleaning,Reusable pet hair remover for furniture,"3rd Floor, Rack 8",955.0,23,
P0522,16.0,16.0,27.0,cluster_3,H03,H0312,H031207,H03120710,H0312071007,Cooler Pad,Bedroom,Cooler pad for comfortable sleeping,"2nd Floor, Rack 7",901.0,18,50% discount
P0523,3.0,17.0,12.0,cluster_5,H03,H0313,H031302,H03130209,H0313020905,Bed Bug Protector,Bedroom,Waterproof protector for mattress,"2nd Floor, Rack 7",510.0,7,50% discount
P0524,2.0,25.0,9.0,cluster_5,H03,H0311,H031111,H03111103,H0311110301,Laundry Soap Dispenser,Bathroom,Automatic soap dispenser for laundry,"2nd Floor, Rack 8",658.0,30,5% discount
P0525,6.0,17.0,17.0,cluster_9,H03,H0312,H031207,H03120710,H0312071009,Pet Fence,Pets,Portable pet fence for outdoor play,"2nd Floor, Rack 2",350.0,20,10% discount
P0526,1.0,1.0,1.0,cluster_0,H03,H0314,H031408,H03140801,H0314080103,Dog Bowl,Pets,Stainless steel dog bowl with non-skid bottom,"2nd Floor, Rack 2",269.0,16,10% discount
P0527,4.5,20.0,15.5,cluster_0,H00,H0001,H000102,H00010210,H0001021012,Cat Scratch Post,Pets,Durable scratch post for cat wellness,"2nd Floor, Rack 2",517.0,22,10% discount
P0528,3.0,12.0,10.0,cluster_0,H03,H0311,H031110,H03111006,H0311100601,Grooming Kit,Pets,Complete pet grooming kit for fur care,"2nd Floor, Rack 2",418.0,36,10% discount
P0529,2.0,16.5,9.5,cluster_4,H03,H0315,H031504,H03150411,H0315041140,Dog Crate,Pets,Heavy-duty dog crate for training,"2nd Floor, Rack 2",625.0,15,10% discount
P0531,6.0,19.0,6.0,cluster_9,H00,H0000,H000005,H00000500,H0000050001,Pet Blanket,Pets,Soft pet blanket for warmth and comfort,"2nd Floor, Rack 2",170.0,5,10% discount
P0532,17.0,4.0,22.0,cluster_9,H03,H0312,H031209,H03120916,H0312091617,Pet Pill Organizer,Pets,Weekly pill organizer for pet medications,"2nd Floor, Rack 2",977.0,7,10% discount
P0533,6.0,6.0,15.0,cluster_2,H00,H0003,H000312,H00031200,H0003120002,Garden Cart,Garden,Utility cart for transporting gardening tools,"3rd Floor, Rack 3",988.0,24,10% discount
P0534,3.0,17.0,9.0,cluster_4,H00,H0004,H000401,H00040105,H0004010517,Seed Planter,Garden,Hand-held seed planter for gardening,"3rd Floor, Rack 3",728.0,17,10% discount
P0535,5.0,28.0,16.0,cluster_0,H03,H0311,H031109,H03110901,H0311090103,Container Gardening Kit,Garden,Complete kit for planting in containers,"3rd Floor, Rack 3",582.0,24,10% discount
P0536,7.0,22.0,7.0,cluster_9,H00,H0000,H000004,H00000400,H0000040001,Fairy Garden Supplies,Garden,Miniature supplies for indoor fairy gardens,"3rd Floor, Rack 3",379.0,11,10% discount
P0537,4.4,18.6,7.5,cluster_9,H01,H0108,H010801,H01080100,H0108010012,Outdoor Solar Lights,Garden,Decorative solar lights for pathways,"3rd Floor, Rack 3",832.0,14,10% discount
P0538,24.5,6.3,31.9,cluster_0,H03,H0312,H031205,H03120502,H0312050214,Lawn Edger,Garden,Manual lawn edger for clean garden lines,"3rd Floor, Rack 3",716.0,25,10% discount
P0539,6.0,22.0,23.0,cluster_0,H03,H0313,H031302,H03130212,H0313021207,Pruner Shears,Garden,Heavy-duty pruner shears for trimming shrubs,"3rd Floor, Rack 3",246.0,40,10% discount
P0540,5.0,3.0,3.0,cluster_9,H01,H0108,H010806,H01080611,H0108061122,Potting Soil Mix,Garden,Organic soil mix for potted plants,"3rd Floor, Rack 3",920.0,44,10% discount
P0541,22.0,22.0,25.0,cluster_0,H03,H0311,H031108,H03110801,H0311080101,Fountain Pump,Garden,Submersible fountain pump for water features,"3rd Floor, Rack 3",840.0,25,10% discount
P0543,5.5,12.5,12.0,cluster_5,H00,H0003,H000312,H00031200,H0003120001,Pine Straw Mulch,Garden,Environmentally-friendly mulch for gardening,"3rd Floor, Rack 3",955.0,46,10% discount
P0544,10.0,30.0,30.0,cluster_0,H03,H0314,H031403,H03140301,H0314030102,Paint Sprayer,Garden,Handheld paint sprayer for home DIY projects,"3rd Floor, Rack 3",753.0,31,10% discount
P0545,5.0,7.0,24.0,cluster_0,H01,H0106,H010601,H01060113,H0106011307,Seeding Rake,Garden,Lawn rake for planting seeds,"3rd Floor, Rack 3",652.0,9,10% discount
P0546,15.2,7.5,15.2,cluster_0,H03,H0316,H031608,H03160817,H0316081707,Trowel Set,Garden,Set of garden trowels for planting,"3rd Floor, Rack 3",476.0,15,10% discount
P0547,5.0,10.0,5.0,cluster_0,H03,H0313,H031309,H03130900,H0313090044,Water Garden Pumps,Garden,Water pump for decorative ponds,"3rd Floor, Rack 3",939.0,6,10% discount
P0548,5.0,12.0,5.0,cluster_8,H00,H0000,H000003,H00000300,H0000030001,Garden Labels,Garden,Reusable labels for identifying plants,"3rd Floor, Rack 3",879.0,16,10% discount
P0549,5.5,23.4,7.3,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Fertilizer Spreader,Garden,Manual fertilizer spreader for even distribution,"3rd Floor, Rack 3",141.0,22,10% discount
P0550,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040305,H0004030501,Insect Trap,Garden,Non-toxic insect trap for organic gardening,"3rd Floor, Rack 3",124.0,25,10% discount
P0551,2.0,15.0,13.0,cluster_3,H00,H0003,H000316,H00031609,H0003160901,Garden Fork,Garden,Heavy-duty garden fork for soil turning,"3rd Floor, Rack 3",439.0,20,10% discount
P0552,20.0,2.0,25.0,cluster_0,H03,H0313,H031305,H03130512,H0313051225,Soil Moisture Meter,Garden,Soil moisture meter for plant health check,"3rd Floor, Rack 3",829.0,21,10% discount
P0553,6.0,32.5,21.5,cluster_0,H03,H0313,H031302,H03130205,H0313020501,Crawl Space Vent,Garden,Ventilation for crawl spaces,"3rd Floor, Rack 3",989.0,6,10% discount
P0554,30.0,2.0,24.0,cluster_0,H03,H0313,H031305,H03130512,H0313051224,Backyard Deck Lighting,Outdoor,Solar outdoor lights for backyard decks,"3rd Floor, Rack 2",235.0,13,10% discount
P0555,5.0,17.0,12.0,cluster_0,H01,H0108,H010805,H01080509,H0108050901,Decorative Garden Stakes,Garden,Colorful garden stakes for visibility,"3rd Floor, Rack 3",635.0,14,10% discount
P0556,6.6,15.0,6.6,cluster_4,H01,H0106,H010600,H01060013,H0106001338,Glass Outdoor Table,Outdoor,Durable glass outdoor table for patios,"3rd Floor, Rack 2",443.0,6,10% discount
P0557,7.0,39.0,16.0,cluster_0,H00,H0004,H000400,H00040000,H0004000012,Lawn Mower,Garden,Electric lawn mower for quiet cutting,"3rd Floor, Rack 3",973.0,8,10% discount
P0559,13.4,31.1,13.4,cluster_0,H00,H0001,H000104,H00010400,H0001040001,Daffodil Bulbs,Garden,Spring-blooming daffodil bulbs for planting,"3rd Floor, Rack 3",858.0,50,10% discount
P0560,3.0,25.5,15.0,cluster_4,H00,H0003,H000314,H00031409,H0003140912,Dust Mask,Cleaning,Protective dust mask for cleaning tasks,"3rd Floor, Rack 8",854.0,47,
P0561,1.0,1.0,1.0,cluster_0,H00,H0004,H000403,H00040305,H0004030536,Drying Rack,Utility Room,Folding drying rack for laundry,"1st Floor, Rack 5",522.0,7,10% discount
P0563,9.0,6.5,25.5,cluster_4,H00,H0003,H000314,H00031400,H0003140001,Utility Knife,Cleaning,Multi-purpose utility knife for various tasks,"3rd Floor, Rack 8",473.0,49,
P0564,1.5,9.0,12.0,,H00,H0003,H000315,H00031501,H0003150103,Carpet Brush,Cleaning,Special brush for fluffing and cleaning carpets,"3rd Floor, Rack 8",346.0,22,
P0565,4.5,16.0,17.0,cluster_0,H00,H0003,H000312,H00031200,H0003120012,Outdoor Patio Heater,Outdoor,Gas patio heater for warmth outside,"3rd Floor, Rack 2",151.0,28,10% discount
P0566,5.0,20.0,15.0,cluster_0,H02,H0210,H021002,H02100200,H0210020002,Garden Gnome,Outdoor,Decorative gnome for garden aesthetics,"3rd Floor, Rack 2",878.0,17,10% discount
P0567,4.0,2.0,6.0,cluster_0,H03,H0313,H031302,H03130209,H0313020904,Lattice,Outdoor,Lattice panels for climbing plants,"3rd Floor, Rack 2",832.0,30,10% discount
P0568,5.0,20.0,30.0,,H02,H0210,H021000,H02100001,H0210000107,Heavy-Duty Gloves,Cleaning,Extra strong gloves for tough cleaning jobs,"3rd Floor, Rack 8",1000.0,29,
P0569,5.0,25.0,15.0,cluster_9,H00,H0004,H000400,H00040000,H0004000017,Garden Trellis,Garden,Wooden trellis for climbing plants,"3rd Floor, Rack 3",997.0,38,10% discount
P0570,2.0,11.0,3.5,cluster_0,H03,H0315,H031504,H03150411,H0315041121,Plastic Mulch,Garden,Lightproof plastic mulch for gardens,"3rd Floor, Rack 3",600.0,34,10% discount
P0571,10.0,45.0,10.0,cluster_0,H03,H0313,H031302,H03130200,H0313020001,Stainless Steel Water Bottle,Personal Item,Insulated stainless steel water bottle,"2nd Floor, Rack 9",792.0,17,5% discount
P0572,1.0,18.6,2.0,cluster_7,H00,H0003,H000315,H00031500,H0003150002,Lunch Box,Kitchen,Insulated lunch box for meals on the go,"1st Floor, Rack 3",950.0,41,10% discount
P0574,1.7,4.5,14.2,cluster_9,H00,H0003,H000314,H00031405,H0003140506,Diaper Backpack,Baby,Diaper backpack with multiple compartments,"2nd Floor, Rack 4",865.0,38,Buy one get one free
P0575,26.0,28.0,9.0,cluster_0,H00,H0000,H000005,H00000505,H0000050517,Silicone Baking Molds,Kitchen,Non-stick silicone molds for baking,"1st Floor, Rack 3",323.0,16,10% discount
P0576,15.0,17.5,15.0,cluster_0,H03,H0312,H031206,H03120609,H0312060938,Potato Ricer,Kitchen,Potato ricer for creamy mash,"1st Floor, Rack 3",505.0,13,10% discount
P0577,8.0,47.0,28.0,cluster_0,H03,H0312,H031205,H03120507,H0312050709,Pizza Stone,Kitchen,Baking stone for crispy pizza crusts,"1st Floor, Rack 3",216.0,30,10% discount
P0578,4.0,14.0,4.0,cluster_0,H00,H0000,H000005,H00000505,H0000050506,Grapefruit Spoon,Kitchen,Special spoon for scooping fruits,"1st Floor, Rack 3",959.0,23,10% discount
P0579,4.8,20.5,14.3,cluster_7,H01,H0105,H010500,H01050000,H0105000033,Window Film,Home Improvement,Privacy window film for glass,"3rd Floor, Rack 4",646.0,34,
P0580,4.5,21.8,4.5,,H01,H0108,H010807,H01080709,H0108070901,Indoor Watering Can,Garden,Ergonomically designed watering can for indoor use,"3rd Floor, Rack 3",306.0,43,10% discount
P0581,3.5,19.0,14.5,cluster_6,H00,H0001,H000102,H00010210,H0001021017,Honey Jar,Kitchen,Glass honey jar with wood dipper,"1st Floor, Rack 3",705.0,44,10% discount
P0582,4.9,16.5,7.0,cluster_0,H01,H0108,H010807,H01080700,H0108070022,Pastry Brush,Kitchen,Silicone pastry brush for applying sauces,"1st Floor, Rack 3",656.0,33,10% discount
P0583,2.0,9.0,9.0,cluster_0,H01,H0107,H010702,H01070211,H0107021102,Blender Bottle,Kitchen,Portable blender bottle for shakes,"1st Floor, Rack 3",422.0,2,10% discount
P0584,10.0,17.5,11.0,cluster_3,H01,H0107,H010700,H01070009,H0107000922,Lemon Juicer,Kitchen,Manual lemon juicer for fresh juice,"1st Floor, Rack 3",202.0,36,10% discount
P0585,4.6,19.9,12.9,cluster_0,H01,H0107,H010702,H01070210,H0107021002,Shimmer Foil Wrap,Kitchen,Colorful shimmer foil sheets for wrapping,"1st Floor, Rack 3",704.0,42,10% discount
P0587,5.7,8.8,9.1,cluster_8,H01,H0107,H010700,H01070009,H0107000922,Pizza Wheel,Kitchen,Cutting wheel for pizza serving,"1st Floor, Rack 3",568.0,39,10% discount
P0588,10.0,40.0,30.0,cluster_0,H03,H0315,H031506,H03150612,H0315061216,Fry Pan,Kitchen,Non-stick frying pan for daily cooking,"1st Floor, Rack 3",795.0,25,10% discount
P0589,7.5,21.1,4.3,cluster_0,H01,H0108,H010807,H01080710,H0108071032,Heat Diffuser,Kitchen,Heat diffuser for gentle cooking,"1st Floor, Rack 3",568.0,22,10% discount
P0590,2.0,17.5,3.0,cluster_7,H00,H0002,H000200,H00020009,H0002000926,Mandoline Slicer,Kitchen,Adjustable mandoline slicer for vegetables,"1st Floor, Rack 3",867.0,43,10% discount
P0591,8.5,12.0,8.5,cluster_0,H00,H0002,H000201,H00020100,H0002010012,Vegetable Spiralizer,Kitchen,Cuts vegetables into noodles,"1st Floor, Rack 3",597.0,38,10% discount
P0592,5.0,28.0,16.0,cluster_0,H03,H0311,H031108,H03110805,H0311080501,Handheld Vegetable Chopper,Kitchen,Manual vegetable chopper for ease,"1st Floor, Rack 3",605.0,14,10% discount
P0593,44.0,88.0,47.0,cluster_9,H03,H0314,H031401,H03140100,H0314010005,Oven Cleaner,Kitchen,Cleaner formulated for tough oven grease,"1st Floor, Rack 3",889.0,48,10% discount
P0594,8.0,6.0,8.0,cluster_0,H00,H0002,H000200,H00020000,H0002000006,Food Covers,Kitchen,Reusable food covers for leftovers,"1st Floor, Rack 3",463.0,3,10% discount
P0595,3.5,7.0,11.0,cluster_0,H01,H0105,H010503,H01050305,H0105030506,Pasta Measure,Kitchen,Portioning tool for pasta servings,"1st Floor, Rack 3",221.0,28,10% discount
P0596,14.0,2.0,5.0,,H00,H0003,H000312,H00031200,H0003120022,Bamboo Dish Rack,Kitchen,Space-saving bamboo dish rack for drying,"1st Floor, Rack 3",126.0,21,10% discount
P0597,4.0,10.0,4.0,cluster_0,H03,H0313,H031309,H03130900,H0313090044,Cookie Cutters,Kitchen,Set of assorted cookie cutters for baking,"1st Floor, Rack 3",780.0,24,10% discount
P0598,6.2,16.8,6.2,cluster_9,H00,H0000,H000004,H00000405,H0000040517,Gravy Boat,Kitchen,Decorative gravy boat for serving sauces,"1st Floor, Rack 3",658.0,12,10% discount
P0599,2.0,17.5,10.0,cluster_0,H03,H0315,H031502,H03150200,H0315020002,Casserole Lid,Kitchen,Transparent lid for casserole dishes,"1st Floor, Rack 3",734.0,17,10% discount
P0600,3.0,10.0,7.0,cluster_0,H03,H0311,H031101,H03110101,H0311010127,Sealing Clips,Kitchen,Reusable sealing clips for bags,"1st Floor, Rack 3",292.0,32,10% discount
P0601,1.0,14.0,9.5,cluster_0,H03,H0312,H031201,H03120100,H0312010014,Instant Pot,Kitchen,Multi-functional pressure cooker for quick meals,"1st Floor, Rack 3",223.0,15,10% discount
P0602,4.5,16.7,4.5,cluster_2,H01,H0108,H010805,H01080500,H0108050033,Silicon Baking Sheets,Kitchen,Non-stick baking sheets for cookies,"1st Floor, Rack 3",113.0,44,10% discount
P0603,6.0,19.0,26.0,cluster_0,H03,H0313,H031302,H03130209,H0313020901,Paring Knife,Kitchen,Small utility knife for peeling fruits,"1st Floor, Rack 3",416.0,41,10% discount
P0604,3.5,13.0,8.5,,H00,H0003,H000312,H00031209,H0003120906,Wooden Spoons,Kitchen,Set of wooden spoons for cooking,"1st Floor, Rack 3",631.0,43,10% discount
P0605,0.1,14.0,9.5,cluster_0,H01,H0108,H010811,H01081100,H0108110043,Pasta Pot,Kitchen,Large pot for boiling pasta with colander lid,"1st Floor, Rack 3",453.0,1,10% discount
